Date Snapshot,Drawdown
2021-09-15,-0.4314135091563188
2021-09-16,-0.43966561118426806
2021-09-17,-0.4342121649814411
2021-09-20,-0.4315555481478539
2021-09-21,-0.44178833916308613
2021-09-22,-0.4331052637806212
2021-09-23,-0.4353869930352209
2021-09-24,-0.4338643746882612
2021-09-27,-0.45581148980905284
2021-09-28,-0.45817325388636265
2021-09-29,-0.466407652772471
2021-09-30,-0.4695050038106713
2021-10-01,-0.46619776871134544
2021-10-04,-0.45236543162222165
2021-10-05,-0.4595511604462613
2021-10-06,-0.44895671845483764
2021-10-07,-0.43949027714308764
2021-10-08,-0.4473294591753465
2021-10-11,-0.4410956822585186
2021-10-12,-0.431073660150585
2021-10-13,-0.43015738743120213
2021-10-14,-0.4222542116293515
2021-10-15,-0.41667336850180137
2021-10-18,-0.419314092474529
2021-10-19,-0.40410263364383514
2021-10-20,-0.3964085790431009
2021-10-21,-0.38690364066555694
2021-10-22,-0.38016760869449706
2021-10-25,-0.3841455717490211
2021-10-26,-0.389948488816535
2021-10-27,-0.38359504363322006
2021-10-28,-0.38760162436938883
2021-10-29,-0.3829116557717863
2021-11-01,-0.37420888891959503
2021-11-02,-0.3805254768656622
2021-11-03,-0.37650334238116545
2021-11-04,-0.37358989758015615
2021-11-05,-0.3660023577185151
2021-11-08,-0.37122307883884154
2021-11-09,-0.3710111195442499
2021-11-10,-0.37546051779531353
2021-11-11,-0.3851777178963859
2021-11-12,-0.3740868870096894
2021-11-15,-0.3670766722107518
2021-11-16,-0.3626983966561014
2021-11-17,-0.36441952033624836
2021-11-18,-0.35409076875921275
2021-11-19,-0.3440467538620643
2021-11-22,-0.3489090226462742
2021-11-23,-0.34970734134571824
2021-11-24,-0.3487295966867865
2021-11-25,-0.34868427507695476
2021-11-26,-0.3522417165024251
2021-11-29,-0.34661461232270796
2021-11-30,-0.3440365676693484
2021-12-01,-0.36442453830891497
2021-12-02,-0.3755558315504621
2021-12-03,-0.369948412844919
2021-12-06,-0.37006857553759587
2021-12-07,-0.3764510771758869
2021-12-08,-0.395053729267571
2021-12-09,-0.3852175148599355
2021-12-10,-0.382404031291957
2021-12-13,-0.38791772412688963
2021-12-14,-0.3802216499815113
2021-12-15,-0.38226473539990435
2021-12-16,-0.3742278339901247
2021-12-17,-0.36842133883253625
2021-12-20,-0.3843122873917928
2021-12-21,-0.3861974276381912
2021-12-22,-0.3831335897334488
2021-12-23,-0.39051570506168365
2021-12-24,-0.39271837531447173
2021-12-27,-0.3910406823485738
2021-12-28,-0.40311423604973384
2021-12-29,-0.40556457988769157
2021-12-30,-0.4058740791141311
2021-12-31,-0.4175703156129591
2022-01-03,-0.41464917398730883
2022-01-04,-0.40803011156224056
2022-01-05,-0.40768820658306226
2022-01-06,-0.4109944046998122
2022-01-07,-0.4032333662390325
2022-01-10,-0.40273976964292335
2022-01-11,-0.40319032984790193
2022-01-12,-0.408349749831865
2022-01-13,-0.4075907343883002
2022-01-14,-0.402895748184358
2022-01-17,-0.40055930265781126
2022-01-18,-0.4065071588813265
2022-01-19,-0.40967706567230067
2022-01-20,-0.4071919631305194
2022-01-21,-0.4101690295882998
2022-01-24,-0.4017318872422613
2022-01-25,-0.4001598741252169
2022-01-26,-0.3972432871157545
2022-01-27,-0.39279558810282367
2022-01-28,-0.38951369910069966
2022-01-31,-0.39616095918313343
2022-02-01,-0.38892258565460436
2022-02-02,-0.381716696216441
2022-02-03,-0.3755960832753581
2022-02-04,-0.3850527501884148
2022-02-07,-0.3905840708365542
2022-02-08,-0.39041746388710563
2022-02-09,-0.37169566979008695
2022-02-10,-0.3864844397417727
2022-02-11,-0.3955437465749868
2022-02-14,-0.41301823075233335
2022-02-15,-0.4209394111264072
2022-02-16,-0.419121340071553
2022-02-17,-0.4190861898513014
2022-02-18,-0.4215774409586941
2022-02-21,-0.4091140609449775
2022-02-22,-0.3888259157902664
2022-02-23,-0.39707061857830295
2022-02-24,-0.38591815590400913
2022-02-25,-0.3917591713235289
2022-02-28,-0.38194383312941127
2022-03-01,-0.37176021909603985
2022-03-02,-0.3717989253137506
2022-03-03,-0.3747689877878919
2022-03-04,-0.3755441228148445
2022-03-07,-0.3852793035011107
2022-03-08,-0.37576915942487565
2022-03-09,-0.370328241103961
2022-03-10,-0.37818177677551956
2022-03-11,-0.39565469227639927
2022-03-14,-0.4008473849068527
2022-03-15,-0.39132045611437594
2022-03-16,-0.3946930565722754
2022-03-17,-0.3912672045465795
2022-03-18,-0.3863027941887671
2022-03-21,-0.39414545589218275
2022-03-22,-0.39593185604362946
2022-03-23,-0.3870697438841364
2022-03-24,-0.3957437027396359
2022-03-25,-0.3745126068570922
2022-03-28,-0.3689721354916553
2022-03-29,-0.3761102525952994
2022-03-30,-0.3884721299628161
2022-03-31,-0.3963351483242382
2022-04-01,-0.4062690033492192
2022-04-04,-0.3942069812610012
2022-04-05,-0.394015270619421
2022-04-06,-0.4001143863794987
2022-04-07,-0.42583577424135177
2022-04-08,-0.4256662056508962
2022-04-11,-0.4274983854871047
2022-04-12,-0.43142341988616806
2022-04-13,-0.4281749989053121
2022-04-14,-0.4298878495917148
2022-04-15,-0.41755781172445705
2022-04-18,-0.4188120858813871
2022-04-19,-0.4230816662852749
2022-04-20,-0.42285414397417054
2022-04-21,-0.4226896938640563
2022-04-22,-0.4294675081706475
2022-04-25,-0.4346743991893084
2022-04-26,-0.4316447659861087
2022-04-27,-0.44167819908981165
2022-04-28,-0.44723411213058606
2022-04-29,-0.4536310657225209
2022-05-02,-0.4736075417861495
2022-05-03,-0.4678465507754127
2022-05-04,-0.4655308367771255
2022-05-05,-0.4635523874529508
2022-05-06,-0.470863334453693
2022-05-09,-0.46877927619925774
2022-05-10,-0.4718738922162313
2022-05-11,-0.4793057934158841
2022-05-12,-0.4817113139106223
2022-05-13,-0.4782502248546019
2022-05-16,-0.48596701328931635
2022-05-17,-0.47853406671068655
2022-05-18,-0.46891981078857103
2022-05-19,-0.46837178172031546
2022-05-20,-0.4690002248259463
2022-05-23,-0.4701836987381284
2022-05-24,-0.45788562481505524
2022-05-25,-0.45773915510472607
2022-05-26,-0.461063679522157
2022-05-27,-0.44877182191348974
2022-05-30,-0.4583143180596019
2022-05-31,-0.4608165477995251
2022-06-01,-0.46193890607009347
2022-06-02,-0.46515139363757696
2022-06-03,-0.4676481988562162
2022-06-06,-0.4666248121489609
2022-06-07,-0.46976620648130807
2022-06-08,-0.46386915608921
2022-06-09,-0.4733300415256093
2022-06-10,-0.4698769294243633
2022-06-13,-0.46946015731831103
2022-06-14,-0.47074176673363655
2022-06-15,-0.46697387591445483
2022-06-16,-0.4604364813176921
2022-06-17,-0.45648462841862125
2022-06-20,-0.44080059328644816
2022-06-21,-0.44378018136750275
2022-06-22,-0.44998552693144944
2022-06-23,-0.44848938816173456
2022-06-24,-0.445411070975293
2022-06-27,-0.4516249339562587
2022-06-28,-0.4588512524971724
2022-06-29,-0.4623273622488583
2022-06-30,-0.4799968578507102
2022-07-01,-0.47725182239352515
2022-07-04,-0.4731681475818298
2022-07-05,-0.4716193185009655
2022-07-06,-0.467318714279516
2022-07-07,-0.4717999702512655
2022-07-08,-0.47504113818030924
2022-07-11,-0.4796445838345891
2022-07-12,-0.4677397173401333
2022-07-13,-0.4813258416325399
2022-07-14,-0.4795299345687326
2022-07-15,-0.4770285047737006
2022-07-18,-0.4678126170815281
2022-07-19,-0.47371207463435683
2022-07-20,-0.4740111014932792
2022-07-21,-0.48992639925781634
2022-07-22,-0.4746227501958499
2022-07-25,-0.47938538557877974
2022-07-26,-0.48047078502676444
2022-07-27,-0.48195957416236845
2022-07-28,-0.47715998638362433
2022-07-29,-0.47975616366633156
2022-08-01,-0.48737130606892065
2022-08-02,-0.5004520726388946
2022-08-03,-0.4932557997890349
2022-08-04,-0.4965473871291104
2022-08-05,-0.5029555942809864
2022-08-08,-0.5198918116491955
2022-08-09,-0.5167645259358122
2022-08-10,-0.5135155626275091
2022-08-11,-0.5163871329379826
2022-08-12,-0.5118147367378552
2022-08-15,-0.5143884660931093
2022-08-16,-0.5102198410421972
2022-08-17,-0.5039383793419847
2022-08-18,-0.5073029536419064
2022-08-19,-0.5056816600771514
2022-08-22,-0.514121721622901
2022-08-23,-0.5102357819351837
2022-08-24,-0.4988925872035881
2022-08-25,-0.501839245975488
2022-08-26,-0.4969979797424444
2022-08-29,-0.5040263705523855
2022-08-30,-0.4975753166424385
2022-08-31,-0.4801163988589632
2022-09-01,-0.4811210886930404
2022-09-02,-0.4873374103216135
2022-09-05,-0.48514981547580005
2022-09-06,-0.47620466923594873
2022-09-07,-0.4634892544966063
2022-09-08,-0.4694629916227777
2022-09-09,-0.46559820290189835
2022-09-12,-0.46580672919045585
2022-09-13,-0.46358430165655806
2022-09-14,-0.46177924373573676
2022-09-15,-0.4574652721013822
2022-09-16,-0.4500238081907155
2022-09-19,-0.45702158513586
2022-09-20,-0.4546433740605098
2022-09-21,-0.44309033584172997
2022-09-22,-0.45466517816154894
2022-09-23,-0.43817448835417483
2022-09-26,-0.43835912731555393
2022-09-27,-0.4324873961585717
2022-09-28,-0.43381919609647446
2022-09-29,-0.4245963474963791
2022-09-30,-0.4294025460766534
2022-10-03,-0.4223790422937441
2022-10-04,-0.41977236015253083
2022-10-05,-0.4282406595184908
2022-10-06,-0.4092942419292208
2022-10-07,-0.39500797918448827
2022-10-10,-0.39671460747901854
2022-10-11,-0.3903321589812886
2022-10-12,-0.3841109575652475
2022-10-13,-0.37881392222554355
2022-10-14,-0.38352612785563345
2022-10-17,-0.3843494421045536
2022-10-18,-0.3814529243196769
2022-10-19,-0.39214897567793794
2022-10-20,-0.3913712773879623
2022-10-21,-0.3985170475466814
2022-10-24,-0.39964837113176077
2022-10-25,-0.3954790363262708
2022-10-26,-0.3855137396873054
2022-10-27,-0.3832358462307385
2022-10-28,-0.39548380561684227
2022-10-31,-0.4007402895608413
2022-11-01,-0.392813489392274
2022-11-02,-0.40952770552155626
2022-11-03,-0.4052748565601412
2022-11-04,-0.4153967941625071
2022-11-07,-0.4122776797123867
2022-11-08,-0.4121549202056577
2022-11-09,-0.4097678073848946
2022-11-10,-0.4071565721782586
2022-11-11,-0.41422311883734964
2022-11-14,-0.4108597482016636
2022-11-15,-0.40155242647555656
2022-11-16,-0.40605585653097165
2022-11-17,-0.3895483867706251
2022-11-18,-0.38917874469513114
2022-11-21,-0.3910088672257348
2022-11-22,-0.3886544872699853
2022-11-23,-0.3825744474667132
2022-11-24,-0.39191266215423204
2022-11-25,-0.3924395858833304
2022-11-28,-0.390460212000454
2022-11-29,-0.39512555614801625
2022-11-30,-0.3997031322592465
2022-12-01,-0.39988645743350393
2022-12-02,-0.3931128811575201
2022-12-05,-0.3933785272868747
2022-12-06,-0.408366968647365
2022-12-07,-0.41679023432597484
2022-12-08,-0.41498789233536915
2022-12-09,-0.41804243081819437
2022-12-12,-0.41087587650954094
2022-12-13,-0.40451372497248017
2022-12-14,-0.41493626985241316
2022-12-15,-0.4026334080969175
2022-12-16,-0.4029558179594225
2022-12-19,-0.4107778439788574
2022-12-20,-0.4133983817077942
2022-12-21,-0.4184556393901401
2022-12-22,-0.4140207912681958
2022-12-23,-0.4252143793431299
2022-12-26,-0.428030851689042
2022-12-27,-0.41621552794813477
2022-12-28,-0.4249782172969122
2022-12-29,-0.4314441539545657
2022-12-30,-0.42149468231354226
2023-01-02,-0.43274799571269396
2023-01-03,-0.4265281325706357
2023-01-04,-0.42986106778365407
2023-01-05,-0.4147500522471068
2023-01-06,-0.4220789616761381
2023-01-09,-0.4200348911110098
2023-01-10,-0.42426339459563733
2023-01-11,-0.40628304601363807
2023-01-12,-0.4127336257531178
2023-01-13,-0.406526866362776
2023-01-16,-0.38524358411687476
2023-01-17,-0.3680194279329565
2023-01-18,-0.36642641452625146
2023-01-19,-0.3805454813587127
2023-01-20,-0.3773034681714106
2023-01-23,-0.38104477337454923
2023-01-24,-0.37564137392256625
2023-01-25,-0.36934524982760963
2023-01-26,-0.363740936866494
2023-01-27,-0.3668667649774716
2023-01-30,-0.37416331632116095
2023-01-31,-0.38329607807193833
2023-02-01,-0.36967841669745916
2023-02-02,-0.3641933613448818
2023-02-03,-0.364594703870022
2023-02-06,-0.360570921562937
2023-02-07,-0.3671293832817125
2023-02-08,-0.3766749436801603
2023-02-09,-0.3629246918527713
2023-02-10,-0.34096198390794175
2023-02-13,-0.32730847082964387
2023-02-14,-0.32854516981049886
2023-02-15,-0.32247992175346996
2023-02-16,-0.33758691070071223
2023-02-17,-0.34117875115680973
2023-02-20,-0.3519073805248283
2023-02-21,-0.36097333885718186
2023-02-22,-0.34831616647449826
2023-02-23,-0.3524031362515988
2023-02-24,-0.3511456129614746
2023-02-27,-0.34177820260549796
2023-02-28,-0.3483080215478179
2023-03-01,-0.33483651503485046
2023-03-02,-0.337122090552033
2023-03-03,-0.3319010238559671
2023-03-06,-0.34506363895923486
2023-03-07,-0.3507574219865005
2023-03-08,-0.3532256964753916
2023-03-09,-0.35338788428064305
2023-03-10,-0.36653984479465207
2023-03-13,-0.3666078840899474
2023-03-14,-0.36305597642479215
2023-03-15,-0.3629090631492581
2023-03-16,-0.3652365152466006
2023-03-17,-0.36047263389100703
2023-03-20,-0.35705120611365015
2023-03-21,-0.36469265076186097
2023-03-22,-0.37162583488265655
2023-03-23,-0.37804752736833835
2023-03-24,-0.3567164863724589
2023-03-27,-0.35878427433211957
2023-03-28,-0.35360638108718434
2023-03-29,-0.3781999167937198
2023-03-30,-0.3539542544232601
2023-03-31,-0.34937807770152207
2023-04-03,-0.3618234145629666
2023-04-04,-0.3697047904203302
2023-04-05,-0.3747232093183894
2023-04-06,-0.38059378581050884
2023-04-07,-0.38980813169356565
2023-04-10,-0.3789147762947618
2023-04-11,-0.3749409102044996
2023-04-12,-0.367863034153592
2023-04-13,-0.36500680586301737
2023-04-14,-0.3476696063028393
2023-04-17,-0.34902529943011384
2023-04-18,-0.3554202093295026
2023-04-19,-0.3536893852659132
2023-04-20,-0.3490920901403193
2023-04-21,-0.35313949644657117
2023-04-24,-0.3351002967080411
2023-04-25,-0.33557889480264946
2023-04-26,-0.3384791959124732
2023-04-27,-0.34931125742841174
2023-04-28,-0.33674398501136127
2023-05-01,-0.3457741200322775
2023-05-02,-0.3441060067092998
2023-05-03,-0.3228699947301302
2023-05-04,-0.3335514933044016
2023-05-05,-0.34243860387193725
2023-05-08,-0.35322161389301254
2023-05-09,-0.3437854234626462
2023-05-10,-0.3384175322515164
2023-05-11,-0.33543667699948376
2023-05-12,-0.32834511410141054
2023-05-15,-0.32244734412591924
2023-05-16,-0.3292060838361984
2023-05-17,-0.3184025791365114
2023-05-18,-0.32455085911968096
2023-05-19,-0.3197562455818156
2023-05-22,-0.324664983132237
2023-05-23,-0.3213189631008886
2023-05-24,-0.31186889741113266
2023-05-25,-0.3154310064167253
2023-05-26,-0.33391433352520594
2023-05-29,-0.333580674350337
2023-05-30,-0.3412826332410519
2023-05-31,-0.35239127953376415
2023-06-01,-0.3619250602305851
2023-06-02,-0.35141832228064374
2023-06-05,-0.34021558640708294
2023-06-06,-0.3481931283681621
2023-06-07,-0.35031842962173243
2023-06-08,-0.3601649752228683
2023-06-09,-0.3564523392157676
2023-06-12,-0.3577722853686359
2023-06-13,-0.3528592538156472
2023-06-14,-0.35815755787349746
2023-06-15,-0.3542979071787754
2023-06-16,-0.3518434810228549
2023-06-19,-0.35795661696271297
2023-06-20,-0.36168572707923663
2023-06-21,-0.3636636629866892
2023-06-22,-0.3596539067415251
2023-06-23,-0.3421957130896124
2023-06-26,-0.3453489354137237
2023-06-27,-0.3319389386713897
2023-06-28,-0.33769805872683634
2023-06-29,-0.33140091136987204
2023-06-30,-0.3462751467366523
