Date Snapshot,Rolling Volatility
2020-12-15,0.20346441320227682
2020-12-16,0.20200021401767865
2020-12-17,0.20745146100644174
2020-12-18,0.20720040651941998
2020-12-21,0.21009563234171055
2020-12-22,0.20985675897054945
2020-12-23,0.21323374121736008
2020-12-24,0.2123392824089888
2020-12-25,0.21288085912042268
2020-12-28,0.21284602415530277
2020-12-29,0.2132431114257606
2020-12-30,0.21317545169952445
2020-12-31,0.2131442821787866
2021-01-01,0.21218074063933834
2021-01-04,0.21183511800192698
2021-01-05,0.21084631368586945
2021-01-06,0.21270380755147966
2021-01-07,0.21289430223059166
2021-01-08,0.21557285345500446
2021-01-11,0.21535451402399775
2021-01-12,0.21528016003922215
2021-01-13,0.21423209521848702
2021-01-14,0.21056254131151603
2021-01-15,0.21853098625071718
2021-01-18,0.2185137150533267
2021-01-19,0.2184993670640295
2021-01-20,0.21748278672726631
2021-01-21,0.2174848478981137
2021-01-22,0.21785600852447054
2021-01-25,0.21673955695229655
2021-01-26,0.21656096115467152
2021-01-27,0.21638562874061085
2021-01-28,0.21630518249916786
2021-01-29,0.21642697151848958
2021-02-01,0.2159051294309101
2021-02-02,0.21392409902904955
2021-02-03,0.21630175627290166
2021-02-04,0.21610564899913354
2021-02-05,0.21657291624131508
2021-02-08,0.2164118151736274
2021-02-09,0.21619339664566775
2021-02-10,0.2170186210984244
2021-02-11,0.21488487321790384
2021-02-12,0.2139190505784462
2021-02-15,0.21371197533229327
2021-02-16,0.2141514681208806
2021-02-17,0.21571560908076026
2021-02-18,0.21764559765561642
2021-02-19,0.21807483298098512
2021-02-22,0.21797972394401804
2021-02-23,0.21920379168973614
2021-02-24,0.2204962566858938
2021-02-25,0.22102789852845856
2021-02-26,0.2221387433765021
2021-03-01,0.22222824425434518
2021-03-02,0.22174880050179455
2021-03-03,0.22100849342799925
2021-03-04,0.2223214923772002
2021-03-05,0.22631773717491788
2021-03-08,0.22478260250046692
2021-03-09,0.22508547865616388
2021-03-10,0.22607116855418918
2021-03-11,0.2243607814825138
2021-03-12,0.22441175227040397
2021-03-15,0.2255506082451318
2021-03-16,0.22529566334494763
2021-03-17,0.22544882039495923
2021-03-18,0.22570841216222257
2021-03-19,0.22524878708026974
2021-03-22,0.2245942269513046
2021-03-23,0.22337644628984965
2021-03-24,0.22290125526530338
2021-03-25,0.22276700351048664
2021-03-26,0.22209172257639231
2021-03-29,0.22207821651820306
2021-03-30,0.2239059137460058
2021-03-31,0.22623260053515984
2021-04-01,0.22630164952127838
2021-04-02,0.22627146991017016
2021-04-05,0.22232221020326529
2021-04-06,0.22143249529781317
2021-04-07,0.2214662935181068
2021-04-08,0.21983822144159929
2021-04-09,0.22012293377179776
2021-04-12,0.22120433640905085
2021-04-13,0.22024721790000018
2021-04-14,0.2202679661346907
2021-04-15,0.2215656280840129
2021-04-16,0.22064664324904387
2021-04-19,0.2201275549740074
2021-04-20,0.22214535548337572
2021-04-21,0.22013326494852894
2021-04-22,0.21989145536732196
2021-04-23,0.21888742138479422
2021-04-26,0.21864255312151634
2021-04-27,0.2186459550320464
2021-04-28,0.21984981351137037
2021-04-29,0.22010160758361405
2021-04-30,0.22010392181479846
2021-05-03,0.21970061980909075
2021-05-04,0.2182238765521234
2021-05-05,0.21854359145525878
2021-05-06,0.2185910416431345
2021-05-07,0.2216254409473598
2021-05-10,0.22111995397357032
2021-05-11,0.2201813668457919
2021-05-12,0.22248450163743064
2021-05-13,0.22270829183489263
2021-05-14,0.2235758701105162
2021-05-17,0.22221294960543786
2021-05-18,0.2220316148575161
2021-05-19,0.22270199418425546
2021-05-20,0.2226409770125812
2021-05-21,0.22317473474756258
2021-05-24,0.22499183069295342
2021-05-25,0.22508077286610212
2021-05-26,0.2235579380121129
2021-05-27,0.22347985655892413
2021-05-28,0.22389364911322268
2021-05-31,0.22307456906023646
2021-06-01,0.2238530880547625
2021-06-02,0.2249272318313438
2021-06-03,0.22502321090993768
2021-06-04,0.22124117348578975
2021-06-07,0.2208943240639542
2021-06-08,0.22015255471870204
2021-06-09,0.22254021004326538
2021-06-10,0.22186888652983416
2021-06-11,0.2185264901688557
2021-06-14,0.2185495097399965
2021-06-15,0.21592881455145896
2021-06-16,0.2173730496554356
2021-06-17,0.212906415661996
2021-06-18,0.21411035860420508
2021-06-21,0.21326747093609058
2021-06-22,0.2133071759096171
2021-06-23,0.21302797203553112
2021-06-24,0.21364734254264228
2021-06-25,0.21451114096066887
2021-06-28,0.2145743418265569
2021-06-29,0.21422674826556512
2021-06-30,0.21526084673736298
2021-07-01,0.21482846939576875
2021-07-02,0.21504208603420855
2021-07-05,0.21193291312181622
2021-07-06,0.21279573948330358
2021-07-07,0.2117238005244163
2021-07-08,0.21170746981020813
2021-07-09,0.21160351199840227
2021-07-12,0.2027328830590691
2021-07-13,0.20537569291724803
2021-07-14,0.20552682096399735
2021-07-15,0.20541144965633998
2021-07-16,0.2063868570753538
2021-07-19,0.2065133625381752
2021-07-20,0.2065090220152394
2021-07-21,0.20813982036169437
2021-07-22,0.20889244628584466
2021-07-23,0.20975113427758493
2021-07-26,0.21061537378292336
2021-07-27,0.21246494671842708
2021-07-28,0.2133049829028069
2021-07-29,0.21158862061629935
2021-07-30,0.211878633611863
2021-08-02,0.21152943649388034
2021-08-03,0.21178367469168766
2021-08-04,0.21312285508972129
2021-08-05,0.2123978411121623
2021-08-06,0.21209622915006418
2021-08-09,0.21216497874803916
2021-08-10,0.2108885444953088
2021-08-11,0.2097468112240314
2021-08-12,0.20758504868352587
2021-08-13,0.204140802586535
2021-08-16,0.2048939067129537
2021-08-17,0.20529467138189167
2021-08-18,0.2035716242357183
2021-08-19,0.20709182250736352
2021-08-20,0.21091502572096701
2021-08-23,0.2105742278408959
2021-08-24,0.21039910845645296
2021-08-25,0.21041698393645925
2021-08-26,0.2103594900641667
2021-08-27,0.20920698821786587
2021-08-30,0.20813667774115735
2021-08-31,0.20844419286525012
2021-09-01,0.2116510065743126
2021-09-02,0.20985942447401953
2021-09-03,0.20992734700119475
2021-09-06,0.20996470639438436
2021-09-07,0.21047579915428044
2021-09-08,0.21097753654835566
2021-09-09,0.2119848475008326
2021-09-10,0.21099022039844303
2021-09-13,0.21089276306612795
2021-09-14,0.21074219323159862
2021-09-15,0.21124148827460384
2021-09-16,0.21172210999836374
2021-09-17,0.21236771370389265
2021-09-20,0.212070398857031
2021-09-21,0.21312709652258977
2021-09-22,0.21322494849353596
2021-09-23,0.21105221244324981
2021-09-24,0.21076455226935042
2021-09-27,0.21693984622447646
2021-09-28,0.21689320434614962
2021-09-29,0.21720735427487314
2021-09-30,0.2172313777318661
2021-10-01,0.21706473253299025
2021-10-04,0.2202990647977363
2021-10-05,0.21928515895489376
2021-10-06,0.2201377354745664
2021-10-07,0.2216891119679994
2021-10-08,0.2207132121258154
2021-10-11,0.21814354505661712
2021-10-12,0.21972479259786862
2021-10-13,0.21792412279243636
2021-10-14,0.21891600263099936
2021-10-15,0.21948155439085593
2021-10-18,0.2193691629822601
2021-10-19,0.22273104465180887
2021-10-20,0.223414861802458
2021-10-21,0.22171702394683246
2021-10-22,0.2213018467812337
2021-10-25,0.22139300663402467
2021-10-26,0.220923334829024
2021-10-27,0.2208942437143015
2021-10-28,0.2206855662460102
2021-10-29,0.21957336848870454
2021-11-01,0.21718072960415868
2021-11-02,0.21737220042682354
2021-11-03,0.2175689602608712
2021-11-04,0.2156979454969971
2021-11-05,0.21582775117225836
2021-11-08,0.21491649516787464
2021-11-09,0.21477498895828967
2021-11-10,0.2149151666042203
2021-11-11,0.21481874922590816
2021-11-12,0.21647513118201928
2021-11-15,0.21636479459207716
2021-11-16,0.21435621657864976
2021-11-17,0.21432707563521122
2021-11-18,0.21570519410843175
2021-11-19,0.21688332482536207
2021-11-22,0.21676209906828564
2021-11-23,0.21676231617822997
2021-11-24,0.215737908247591
2021-11-25,0.21415134559749882
2021-11-26,0.21416506469383143
2021-11-29,0.21398128945471087
2021-11-30,0.21258169300774618
2021-12-01,0.2156191465749294
2021-12-02,0.21200209595077224
2021-12-03,0.21226615830599574
2021-12-06,0.2112952607260197
2021-12-07,0.2116837198451798
2021-12-08,0.21549138514828745
2021-12-09,0.21531471130449814
2021-12-10,0.2144195469836521
2021-12-13,0.21319212025220505
2021-12-14,0.2139964252677666
2021-12-15,0.2139544342945357
2021-12-16,0.21454348161299072
2021-12-17,0.21419276166156426
2021-12-20,0.21610515580584672
2021-12-21,0.2157688344399948
2021-12-22,0.215885536993352
2021-12-23,0.21527497779182808
2021-12-24,0.21423965423004074
2021-12-27,0.21369682939546064
2021-12-28,0.21534433092085173
2021-12-29,0.2133563452851723
2021-12-30,0.21333483838619463
2021-12-31,0.2150957340156455
2022-01-03,0.2151226917190043
2022-01-04,0.21567545561025883
2022-01-05,0.21349068337505045
2022-01-06,0.2134048042962295
2022-01-07,0.21394268687866538
2022-01-10,0.21309920889046466
2022-01-11,0.21255600468502053
2022-01-12,0.21262782447384934
2022-01-13,0.21125525439277876
2022-01-14,0.21097636470119802
2022-01-17,0.20997263807706967
2022-01-18,0.2094860885966283
2022-01-19,0.20788685840642548
2022-01-20,0.20683102197419442
2022-01-21,0.20557697584968881
2022-01-24,0.20643038190870588
2022-01-25,0.2064703179385288
2022-01-26,0.20622974643099679
2022-01-27,0.20414706222935525
2022-01-28,0.20428839407524463
2022-01-31,0.20462618837973004
2022-02-01,0.2052288593911946
2022-02-02,0.20590526088274108
2022-02-03,0.2063274917137452
2022-02-04,0.20743795967941606
2022-02-07,0.2072308035315089
2022-02-08,0.20645536805187564
2022-02-09,0.209755825313563
2022-02-10,0.2122941421353336
2022-02-11,0.20825169107571218
2022-02-14,0.20804160063630253
2022-02-15,0.2079522344555945
2022-02-16,0.20792615435244718
2022-02-17,0.207872534373674
2022-02-18,0.2079103849829415
2022-02-21,0.2100379240258677
2022-02-22,0.21263168724601664
2022-02-23,0.21327773557086543
2022-02-24,0.2109446685806687
2022-02-25,0.21136360680134667
2022-02-28,0.2123549664396403
2022-03-01,0.21356986503870087
2022-03-02,0.21058347250056586
2022-03-03,0.21043910927650192
2022-03-04,0.20952709858279273
2022-03-07,0.21071923684422053
2022-03-08,0.21130640505593337
2022-03-09,0.21122646037841408
2022-03-10,0.2088110297535677
2022-03-11,0.21168349324641794
2022-03-14,0.21169149406658708
2022-03-15,0.21272516894087434
2022-03-16,0.21124952214823953
2022-03-17,0.21031105832133637
2022-03-18,0.21047029245959484
2022-03-21,0.21131785951154408
2022-03-22,0.20379412430310231
2022-03-23,0.20457857247673647
2022-03-24,0.20441628559366656
2022-03-25,0.2097700889668634
2022-03-28,0.2099248694014353
2022-03-29,0.2077570997973644
2022-03-30,0.20889450259755424
2022-03-31,0.2081304921379214
2022-04-01,0.20823286796482846
2022-04-04,0.20905692591561634
2022-04-05,0.20852482798296829
2022-04-06,0.20762514056428208
2022-04-07,0.21649085188784212
2022-04-08,0.21560630532475425
2022-04-11,0.21521653220873757
2022-04-12,0.21533920935140197
2022-04-13,0.21222724103116455
2022-04-14,0.21143098753648784
2022-04-15,0.21249518207998427
2022-04-18,0.21189758970132397
2022-04-19,0.2119546138761567
2022-04-20,0.21156924297639101
2022-04-21,0.21101431132321152
2022-04-22,0.2114478023283442
2022-04-25,0.21147880360027363
2022-04-26,0.2106124310806286
2022-04-27,0.21156310045457738
2022-04-28,0.21170840377316386
2022-04-29,0.21209768110316832
2022-05-02,0.21714350952686653
2022-05-03,0.21761676799248622
2022-05-04,0.2177490586675081
2022-05-05,0.21769608636616056
2022-05-06,0.21745479735275752
2022-05-09,0.21586172397654002
2022-05-10,0.21523052972998089
2022-05-11,0.21565279783776015
2022-05-12,0.21569122297283672
2022-05-13,0.21452233576128565
2022-05-16,0.2139220677093256
2022-05-17,0.21500760068238195
2022-05-18,0.21687938036483018
2022-05-19,0.2168671806511951
2022-05-20,0.2168559457240465
2022-05-23,0.21678585840365727
2022-05-24,0.21912260765066982
2022-05-25,0.21900393900097603
2022-05-26,0.21499622999066018
2022-05-27,0.2163921089543126
2022-05-30,0.21716582660112227
2022-05-31,0.21721851904783235
2022-06-01,0.21684476539571046
2022-06-02,0.21305797286148062
2022-06-03,0.21171385553558422
2022-06-06,0.21160481611230292
2022-06-07,0.21142105686567655
2022-06-08,0.21124232163865472
2022-06-09,0.2125193014989977
2022-06-10,0.21184571744536881
2022-06-13,0.21133647102578965
2022-06-14,0.20858826464835328
2022-06-15,0.20889330833382572
2022-06-16,0.20956834058040857
2022-06-17,0.20930418850759652
2022-06-20,0.21342786069164552
2022-06-21,0.21348028362379964
2022-06-22,0.21225705948118245
2022-06-23,0.21224672035068182
2022-06-24,0.21242124120066988
2022-06-27,0.211208553410451
2022-06-28,0.21183603114568597
2022-06-29,0.211321219804956
2022-06-30,0.21615795673618643
2022-07-01,0.216233521301113
2022-07-04,0.21566409607697204
2022-07-05,0.21571884024791227
2022-07-06,0.21609564193720207
2022-07-07,0.21607890635284804
2022-07-08,0.21618889276556696
2022-07-11,0.21610931537480207
2022-07-12,0.2186280816137635
2022-07-13,0.22103387961587245
2022-07-14,0.22103374728552447
2022-07-15,0.2210631625217665
2022-07-18,0.22252620255119168
2022-07-19,0.22196688549551272
2022-07-20,0.2219099250939381
2022-07-21,0.2255848109094312
2022-07-22,0.22955812319377852
2022-07-25,0.22965066654659164
2022-07-26,0.22923586688231296
2022-07-27,0.22848891936883806
2022-07-28,0.22822686252409413
2022-07-29,0.22773351918985524
2022-08-01,0.22767264772469348
2022-08-02,0.2299797171942651
2022-08-03,0.23106185032159687
2022-08-04,0.2265983875458629
2022-08-05,0.22500406639337928
2022-08-08,0.2289098727424855
2022-08-09,0.22589019671894647
2022-08-10,0.22552465757254775
2022-08-11,0.22552985687866894
2022-08-12,0.2260392857449216
2022-08-15,0.22606996659306403
2022-08-16,0.2241657374413303
2022-08-17,0.2192654188539203
2022-08-18,0.21873423211886167
2022-08-19,0.21698077035969815
2022-08-22,0.21779678717294285
2022-08-23,0.21675554568611868
2022-08-24,0.21809069395872582
2022-08-25,0.21815785992799486
2022-08-26,0.21871556389151964
2022-08-29,0.21940990049975945
2022-08-30,0.2194956813335175
2022-08-31,0.22414548232546658
2022-09-01,0.22368666136077495
2022-09-02,0.22363878814454827
2022-09-05,0.22052059702837506
2022-09-06,0.22181370410260018
2022-09-07,0.22340825644235596
2022-09-08,0.22378210385174105
2022-09-09,0.223890594802866
2022-09-12,0.2235170352124372
2022-09-13,0.22300083201946813
2022-09-14,0.22306079985994445
2022-09-15,0.22232653232846283
2022-09-16,0.22246344588292355
2022-09-19,0.21717649993823823
2022-09-20,0.21685762464521935
2022-09-21,0.21862429746201145
2022-09-22,0.2187985215071387
2022-09-23,0.22247420250461372
2022-09-26,0.22130433774639227
2022-09-27,0.2198832830959815
2022-09-28,0.21989749426613764
2022-09-29,0.22072984825934425
2022-09-30,0.21253135536287607
2022-10-03,0.21323842988840908
2022-10-04,0.21327454384893296
2022-10-05,0.21406973554403677
2022-10-06,0.2189676539530729
2022-10-07,0.22148932418866193
2022-10-10,0.21949262049115598
2022-10-11,0.21993525002416475
2022-10-12,0.22007747965426858
2022-10-13,0.22036675781823561
2022-10-14,0.2206760577461224
2022-10-17,0.21999097712481552
2022-10-18,0.2196148272789425
2022-10-19,0.22100067357385902
2022-10-20,0.21945964408050786
2022-10-21,0.21965057385649533
2022-10-24,0.2189796682885644
2022-10-25,0.21254711379326813
2022-10-26,0.21320322181779588
2022-10-27,0.21318615370288832
2022-10-28,0.21522865258804302
2022-10-31,0.21466320810977502
2022-11-01,0.21531367098252263
2022-11-02,0.21888924304043292
2022-11-03,0.21800580761893565
2022-11-04,0.2193683141198471
2022-11-07,0.21930709567238915
2022-11-08,0.21814718208335587
2022-11-09,0.21736323062984658
2022-11-10,0.2160060912295772
2022-11-11,0.2167732573892613
2022-11-14,0.21686273113006038
2022-11-15,0.21783181529027856
2022-11-16,0.21585868503724373
2022-11-17,0.21920160059069094
2022-11-18,0.21896453086283515
2022-11-21,0.21683509942171567
2022-11-22,0.215315580106738
2022-11-23,0.21552731446278942
2022-11-24,0.21670974663901335
2022-11-25,0.21649585213025482
2022-11-28,0.21635992935209322
2022-11-29,0.2167161111904505
2022-11-30,0.2168380515971924
2022-12-01,0.2163727006349102
2022-12-02,0.2152153030782531
2022-12-05,0.21509273443593907
2022-12-06,0.21818195615176444
2022-12-07,0.21918878694123606
2022-12-08,0.2190310402889278
2022-12-09,0.2185867360531877
2022-12-12,0.21900540448117442
2022-12-13,0.21579614897659707
2022-12-14,0.2171519086557488
2022-12-15,0.21843714218186736
2022-12-16,0.21842650394029117
2022-12-19,0.21918552467242397
2022-12-20,0.2186610953554563
2022-12-21,0.21817549411360257
2022-12-22,0.2181599445201769
2022-12-23,0.21472319995121544
2022-12-26,0.2147858955521899
2022-12-27,0.21639289373485754
2022-12-28,0.21753889263717247
2022-12-29,0.21794098841561269
2022-12-30,0.21885704704250739
2023-01-02,0.2205138132659948
2023-01-03,0.22056951725313179
2023-01-04,0.2185199417049092
2023-01-05,0.21834861830333185
2023-01-06,0.21916169846847094
2023-01-09,0.21912374338144916
2023-01-10,0.21812469205952711
2023-01-11,0.2216884165723016
2023-01-12,0.22231763262698725
2023-01-13,0.21821528251303546
2023-01-16,0.21991993431439286
2023-01-17,0.2226183320639993
2023-01-18,0.22255837979174153
2023-01-19,0.22503742728366682
2023-01-20,0.22482982402920182
2023-01-23,0.22489498278288772
2023-01-24,0.2239449776014639
2023-01-25,0.22087211493666042
2023-01-26,0.22038188209353105
2023-01-27,0.22027161888194308
2023-01-30,0.2201167720933119
2023-01-31,0.21536658824283167
2023-02-01,0.2171307646747526
2023-02-02,0.2172318056832605
2023-02-03,0.216962221495753
2023-02-06,0.21679840127215802
2023-02-07,0.2172605511870801
2023-02-08,0.21843279482866104
2023-02-09,0.2197411139133798
2023-02-10,0.22408876780225928
2023-02-13,0.22557716592318405
2023-02-14,0.2239283782346665
2023-02-15,0.2239828231121369
2023-02-16,0.22482621029344507
2023-02-17,0.22479348308291983
2023-02-20,0.22607242265673427
2023-02-21,0.2260746887218731
2023-02-22,0.22693814866288856
2023-02-23,0.22243520516775306
2023-02-24,0.2223701431584093
2023-02-27,0.22219064923360946
2023-02-28,0.2228144364954864
2023-03-01,0.22332223005366653
2023-03-02,0.22117708515378753
2023-03-03,0.22057317916430375
2023-03-06,0.222544511854074
2023-03-07,0.223012006084022
2023-03-08,0.2231153278160088
2023-03-09,0.2231157208044586
2023-03-10,0.22505563078411264
2023-03-13,0.22436988761632135
2023-03-14,0.22356947192485885
2023-03-15,0.22353369214909968
2023-03-16,0.22184018383155177
2023-03-17,0.21980316412347983
2023-03-20,0.21599585863067355
2023-03-21,0.21677358863306054
2023-03-22,0.21701494464439144
2023-03-23,0.2175374613999215
2023-03-24,0.22156916195982995
2023-03-27,0.22125169361009875
2023-03-28,0.22089700770749146
2023-03-29,0.2276257551418493
2023-03-30,0.23294343218247202
2023-03-31,0.2285876196304245
2023-04-03,0.22788722346076726
2023-04-04,0.2285667716537728
2023-04-05,0.228414274861109
2023-04-06,0.22838271310730432
2023-04-07,0.22904326733700445
2023-04-10,0.23017590929088153
2023-04-11,0.23033419718706483
2023-04-12,0.23078349950310897
2023-04-13,0.22949376422149448
2023-04-14,0.23261311118154177
2023-04-17,0.2319754191585629
2023-04-18,0.2324273804220456
2023-04-19,0.23227357034017246
2023-04-20,0.23136081081560803
2023-04-21,0.2315145484275889
2023-04-24,0.2328997546768006
2023-04-25,0.23251272460415093
2023-04-26,0.23196667787574132
2023-04-27,0.22974793920133268
2023-04-28,0.2310551915676809
2023-05-01,0.23057043263413846
2023-05-02,0.2304984207560874
2023-05-03,0.23473324642801197
2023-05-04,0.23592424928005842
2023-05-05,0.23675112272382115
2023-05-08,0.23732530277210767
2023-05-09,0.23801828587255236
2023-05-10,0.23730407181789828
2023-05-11,0.23705208787130863
2023-05-12,0.23437253951171377
2023-05-15,0.2346392334461757
2023-05-16,0.23508189087209044
2023-05-17,0.23603109842495829
2023-05-18,0.23610157012575117
2023-05-19,0.23516545752310838
2023-05-22,0.23543827250552227
2023-05-23,0.23548405061564676
2023-05-24,0.23586941057073366
2023-05-25,0.23571576997842944
2023-05-26,0.2390480791157635
2023-05-29,0.23859311891436136
2023-05-30,0.23923189451089905
2023-05-31,0.2378009221603424
2023-06-01,0.23786374329103663
2023-06-02,0.23887064332798197
2023-06-05,0.23981903236640825
2023-06-06,0.240003771696949
2023-06-07,0.23965991018990268
2023-06-08,0.2393212818628517
2023-06-09,0.23769286977635667
2023-06-12,0.23771839300469327
2023-06-13,0.23710203032053132
2023-06-14,0.2373295037849339
2023-06-15,0.23705748442910787
2023-06-16,0.23690170187487386
2023-06-19,0.23564614105745602
2023-06-20,0.23569537795383677
2023-06-21,0.23408599873272107
2023-06-22,0.23312399136784345
2023-06-23,0.23540919260234783
2023-06-26,0.2344191268019069
2023-06-27,0.2341675521622434
2023-06-28,0.23419395947217675
2023-06-29,0.23426466617543767
2023-06-30,0.23386599802617844
2023-07-03,0.23325149566595355
2023-07-04,0.23333771762497799
2023-07-05,0.2333877092947661
2023-07-06,0.23324369431154265
2023-07-07,0.2326429708181013
2023-07-10,0.23428429539480647
2023-07-11,0.2296486456437699
2023-07-12,0.22668354098322305
2023-07-13,0.22756833811191074
2023-07-14,0.2258663759194721
2023-07-17,0.22578815528162133
2023-07-18,0.22559262662380572
2023-07-19,0.22530680521041543
2023-07-20,0.2261381831880228
2023-07-21,0.22611186388969406
2023-07-24,0.22737090807216892
2023-07-25,0.22756050546069745
2023-07-26,0.22654653441529696
2023-07-27,0.22501599106796513
2023-07-28,0.22604004262441812
2023-07-31,0.22823500086705784
2023-08-01,0.22809596012726943
2023-08-02,0.227696765738528
2023-08-03,0.22666853627521816
2023-08-04,0.2250738857098117
2023-08-07,0.21963339259100415
2023-08-08,0.21898668418465464
2023-08-09,0.2202437983778218
2023-08-10,0.2207310671411387
2023-08-11,0.2188976069685646
2023-08-14,0.2188701633843639
2023-08-15,0.21760970482740172
2023-08-16,0.2166646134643392
2023-08-17,0.2150128280680188
2023-08-18,0.21496892517484506
2023-08-21,0.21507488522358356
2023-08-22,0.2141261877485473
2023-08-23,0.2143995694577725
2023-08-24,0.21285931717071915
2023-08-25,0.21312869523202715
2023-08-28,0.21283846960444003
2023-08-29,0.21190637715999905
2023-08-30,0.21502381885156008
2023-08-31,0.21535891141008998
2023-09-01,0.21603204468372178
2023-09-04,0.21410528429596984
2023-09-05,0.21410122328312986
2023-09-06,0.21408212920501504
2023-09-07,0.21414619773674548
2023-09-08,0.21468572858603152
2023-09-11,0.21449849292419101
2023-09-12,0.21449189130760388
2023-09-13,0.2164492632790073
2023-09-14,0.2161875643132539
2023-09-15,0.21654703725996102
2023-09-18,0.21240921105986377
2023-09-19,0.2136778218719156
2023-09-20,0.2134171222401612
2023-09-21,0.20856897777602165
2023-09-22,0.20275340414788265
2023-09-25,0.20573041720273763
2023-09-26,0.20440448364088212
2023-09-27,0.2063058003933976
2023-09-28,0.20593068119924005
2023-09-29,0.20541346465240826
2023-10-02,0.20704347729815178
2023-10-03,0.20779377402721053
2023-10-04,0.20777707818131788
2023-10-05,0.21011313374908383
2023-10-06,0.21007252081536015
2023-10-09,0.20674036909817042
2023-10-10,0.2093939528517138
2023-10-11,0.20914587467613274
2023-10-12,0.20995239250738956
2023-10-13,0.20981399124371825
2023-10-16,0.2099244341562478
2023-10-17,0.2079844726439013
2023-10-18,0.21152546580161813
2023-10-19,0.21188986218618372
2023-10-20,0.2118546207530646
2023-10-23,0.21028676169399316
2023-10-24,0.20929530235664148
2023-10-25,0.21060831638228183
2023-10-26,0.205721661506484
2023-10-27,0.20456346288317717
2023-10-30,0.20401874071646967
2023-10-31,0.20295465210816055
2023-11-01,0.20587620564024245
2023-11-02,0.20767072952847287
2023-11-03,0.2075884721126303
2023-11-06,0.2070526464189511
2023-11-07,0.20764111087126444
2023-11-08,0.20728737588023932
2023-11-09,0.2074046687832477
2023-11-10,0.21150968222593186
2023-11-13,0.21127596191344758
2023-11-14,0.21136332540624314
2023-11-15,0.21420493366011886
2023-11-16,0.2139050256964012
2023-11-17,0.21407402938173398
2023-11-20,0.21063577419954363
2023-11-21,0.21065196183883098
2023-11-22,0.21213861238221404
2023-11-23,0.21101344554736773
2023-11-24,0.21535498106900344
2023-11-27,0.21427981402501226
2023-11-28,0.213000854193446
2023-11-29,0.21621682288568825
